Year,Region,crop_type,Area_cultivatedHa,Productionkg,Yeild_kg/ha
2004-01-01,Afar,Sorghum,3045.0,2863500,940
2000-01-01,S.N.N.P.R,Sorghum,93240.0,87370000,937
2004-01-01,Oromiya,Millet,71966.0,67366900,936
2002-01-01,Oromiya,Teff,762119.72,71325116,936
1996-01-01,Tigray,Barely,87350.0,81711000,935
2001-01-01,Tigray,Wheat,73320.0,68180000,930
2004-01-01,S.N.N.P.R,Sorghum,99624.0,92417200,928
1996-01-01,Amhara,Oats,7990.0,7397000,926
1997-01-01,Afar,Maize,1470.0,1360000,925
1996-01-01,Amhara,Millet,173190.0,159982000,924
2021-01-01,Afar,Maize,2933.27,2684522,915
2006-01-01,Oromiya,Oats,34794.57,31798337,914
2005-01-01,Benushangul Gumuz,Teff,12797.0,11692600,914
2002-01-01,Somalia,Oats,432.63,395460,914
2000-01-01,Tigray,Teff,126440.0,115440000,913
2007-01-01,Benushangul Gumuz,Teff,15719.53,14346476,913
2002-01-01,Harari,Sorghum,3834.52,3489212,910
2001-01-01,DIRE DAWA,Sorghum,7060.0,6424000,910
2000-01-01,DIRE DAWA,Maize,300.0,270000,900
2000-01-01,Oromiya,Millet,71800.0,64618000,900
2006-01-01,Tigray,Teff,138346.23,124421256,899
2006-01-01,Harari,Sorghum,5407.15,4855216,898
1998-01-01,Amhara,Millet,159360.0,142966000,897
2002-01-01,Amhara,Teff,778202.03,697300240,896
1997-01-01,Oromiya,Millet,46700.0,41706000,893
1996-01-01,Amhara,Wheat,259460.0,231402000,892
2006-01-01,Amhara,Oats,8300.75,7401725,892
2000-01-01,Afar,Teff,6610.0,5887000,891
1996-01-01,Oromiya,Teff,941160.0,837751000,890
2001-01-01,Harari,Maize,1080.0,960000,889
2002-01-01,Somalia,Barely,6511.81,5772128,886
2008-01-01,Somalia,Maize,36876.29,32593539,884
2004-01-01,Amhara,Teff,826443.0,730407700,884
2005-01-01,Harari,Maize,1149.0,1014800,883
1996-01-01,S.N.N.P.R,Teff,160440.0,141367000,881
1996-01-01,Afar,Sorghum,13160.0,11564000,879
2001-01-01,Tigray,Barely,65360.0,57253000,876
2004-01-01,S.N.N.P.R,Oats,372.0,325500,875
1997-01-01,Somalia,Maize,16360.0,14275000,873
2004-01-01,Somalia,Sorghum,31008.0,27036800,872
2006-01-01,Harari,Wheat,51.15,44537,871
2001-01-01,Somalia,Sorghum,24510.0,21283000,868
1998-01-01,Tigray,Millet,68090.0,58996000,866
2001-01-01,Amhara,Barely,287870.0,248852000,864
2009-01-01,S.N.N.P.R,Oats,485.59,418615,862
1996-01-01,Somalia,Wheat,5220.0,4498000,862
2004-01-01,Oromiya,Teff,820135.0,704455500,859
1998-01-01,Amhara,Oats,8020.0,6883000,858
1996-01-01,Oromiya,Millet,49680.0,42524000,856
1996-01-01,Amhara,Barely,295850.0,250946000,848
1998-01-01,Oromiya,Millet,45280.0,38333000,847
1997-01-01,Benushangul Gumuz,Millet,7130.0,6022000,845
2000-01-01,Amhara,Oats,11460.0,9663000,843
2008-01-01,Somalia,Barely,1748.27,1470734,841
1998-01-01,Tigray,Wheat,42040.0,35324000,840
1997-01-01,Amhara,Teff,903190.0,75076000,837
2006-01-01,Tigray,Oats,677.77,567289,837
1999-01-01,Amhara,Teff,884680.0,738079000,834
1998-01-01,Oromiya,Teff,729530.0,607224000,832
2000-01-01,Oromiya,Teff,891830.0,742328000,832
2005-01-01,Benushangul Gumuz,Barely,975.0,806000,827
2002-01-01,Tigray,Teff,124698.64,102850035,825
2001-01-01,Oromiya,Teff,887250.0,728059000,821
2000-01-01,Amhara,Millet,202470.0,165793000,819
2006-01-01,S.N.N.P.R,Oats,315.3,257541,817
2005-01-01,Tigray,Barely,95453.0,77779500,815
2000-01-01,Harari,Sorghum,3910.0,3184000,814
2005-01-01,Tigray,Millet,55595.0,45147600,812
2001-01-01,Amhara,Teff,949350.0,768536000,810
2012-01-01,Harari,Barely,25.26,20439,809
1996-01-01,Afar,Maize,4500.0,3636000,808
2000-01-01,Amhara,Teff,90150.0,731436000,807
2006-01-01,Benushangul Gumuz,Teff,16654.32,13350915,802
1999-01-01,Tigray,Teff,140830.0,113008000,802
2005-01-01,Somalia,Oats,490.0,391600,799
1998-01-01,Harari,Maize,670.0,534000,797
2004-01-01,Harari,Sorghum,5053.0,4029700,797
1999-01-01,Amhara,Millet,273810.0,218018000,796
2013-01-01,S.N.N.P.R,Oats,504.7,401405,795
2006-01-01,DIRE DAWA,Barely,21.65,17158,793
1998-01-01,Tigray,Barely,52930.0,41914000,792
1997-01-01,Amhara,Oats,9230.0,7289000,790
2008-01-01,Harari,Barely,15.34,12078,787
1996-01-01,Amhara,Teff,882280.0,693081000,786
2001-01-01,Harari,Wheat,270.0,212000,785
2014-01-01,S.N.N.P.R,Oats,420.28,329579,784
1997-01-01,Tigray,Teff,99500.0,77735000,781
1999-01-01,Harari,Sorghum,3260.0,2545000,781
2002-01-01,Tigray,Oats,404.09,315376,780
2007-01-01,S.N.N.P.R,Teff,199492.22,155610758,780
2002-01-01,Afar,Sorghum,1404.78,1094059,779
1999-01-01,Oromiya,Teff,867800.0,674691000,777
2005-01-01,S.N.N.P.R,Teff,210055.0,162905800,776
2022-01-01,Afar,Maize,4651.0,3604169,775
2002-01-01,Benushangul Gumuz,Oats,27.6,21381,775
1999-01-01,Amhara,Barely,262620.0,202476000,771
2004-01-01,Tigray,Teff,136740.0,104756500,766
2001-01-01,Oromiya,Millet,63530.0,48582000,765
1998-01-01,Harari,Sorghum,2990.0,2284000,764
2001-01-01,Harari,Sorghum,4990.0,3781000,758
1998-01-01,Benushangul Gumuz,Teff,22980.0,17380000,756
1998-01-01,DIRE DAWA,Sorghum,4430.0,3350000,756
2006-01-01,S.N.N.P.R,Teff,193193.16,145474277,753
2002-01-01,Afar,Barely,21.41,15983,747
2000-01-01,Amhara,Barely,268160.0,199747000,745
2001-01-01,Tigray,Teff,141010.0,104801000,743
2002-01-01,S.N.N.P.R,Teff,133882.17,98956647,739
2004-01-01,Benushangul Gumuz,Teff,11944.0,8741100,732
1999-01-01,DIRE DAWA,Maize,180.0,131000,728
2007-01-01,S.N.N.P.R,Oats,460.99,332400,721
2001-01-01,Somalia,Maize,26570.0,19049000,717
2000-01-01,Harari,Wheat,200.0,143000,715
1998-01-01,S.N.N.P.R,Teff,123240.0,87765000,712
2002-01-01,Benushangul Gumuz,Teff,10736.57,7592932,707
2000-01-01,S.N.N.P.R,Millet,4160.0,2926000,703
1998-01-01,Harari,Wheat,40.0,28000,700
1997-01-01,Harari,Wheat,100.0,70000,700
1998-01-01,Amhara,Teff,744400.0,518998000,697
1996-01-01,Tigray,Teff,87880.0,60827000,692
2001-01-01,S.N.N.P.R,Teff,174360.0,120643000,692
1996-01-01,Afar,Teff,4820.0,3331000,691
1998-01-01,S.N.N.P.R,Millet,3160.0,2173000,688
1996-01-01,Tigray,Millet,35780.0,24570000,687
1998-01-01,Somalia,Sorghum,20650.0,14136000,685
2008-01-01,S.N.N.P.R,Oats,574.87,393423,684
2005-01-01,Somalia,Barely,5706.0,3899200,683
1999-01-01,Harari,Wheat,80.0,54000,675
1997-01-01,Somalia,Sorghum,24950.0,16796000,673
2004-01-01,Afar,Teff,1516.0,1017700,671
2000-01-01,Somalia,Barely,3630.0,2419000,666
2000-01-01,Somalia,Wheat,1820.0,1209000,664
2004-01-01,S.N.N.P.R,Teff,182723.0,119526900,654
1998-01-01,Afar,Sorghum,4310.0,2775000,644
2005-01-01,DIRE DAWA,Sorghum,6892.0,4426100,642
2005-01-01,Tigray,Teff,137360.0,88176500,642
2006-01-01,Afar,Sorghum,2265.28,1451898,641
2007-01-01,Somalia,Maize,37019.2,23627364,638
2000-01-01,S.N.N.P.R,Teff,165050.0,104833000,635
2005-01-01,Somalia,Sorghum,21994.0,13838900,629
2005-01-01,Afar,Sorghum,1725.0,1077900,625
2007-01-01,Somalia,Sorghum,24414.92,14934682,612
2010-01-01,Somalia,Barely,3015.79,1846049,612
2000-01-01,Benushangul Gumuz,Teff,23810.0,14522000,610
1997-01-01,Somalia,Barely,4220.0,2573000,610
1996-01-01,DIRE DAWA,Sorghum,7160.0,4329000,605
2001-01-01,Somalia,Barely,3220.0,1946000,604
1996-01-01,Benushangul Gumuz,Teff,16150.0,9703000,601
2007-01-01,Afar,Teff,2492.71,1489995,598
2006-01-01,Somalia,Maize,22965.34,13719892,597
2006-01-01,Somalia,Sorghum,30475.03,18001872,591
1998-01-01,Tigray,Teff,119340.0,69977000,586
1997-01-01,Benushangul Gumuz,Teff,17890.0,10464000,585
1999-01-01,S.N.N.P.R,Teff,167400.0,97731000,584
2001-01-01,Benushangul Gumuz,Teff,16950.0,9777000,577
2022-01-01,Harari,Barely,21.0,11970,570
2001-01-01,Somalia,Wheat,3450.0,1968000,570
2005-01-01,Harari,Sorghum,4649.0,2605500,561
1996-01-01,Somalia,Sorghum,29150.0,16322000,560
2002-01-01,Harari,Wheat,99.94,54911,549
2004-01-01,Somalia,Maize,22046.0,11614500,527
2005-01-01,Harari,Barely,36.0,18400,510
2007-01-01,Afar,Sorghum,1551.95,772190,498
2002-01-01,Afar,Teff,694.64,343315,494
2006-01-01,Afar,Wheat,29.62,14534,491
2001-01-01,S.N.N.P.R,Oats,90.0,44000,489
2006-01-01,Somalia,Wheat,9671.83,4716614,488
2001-01-01,S.N.N.P.R,Millet,7520.0,3647000,485
1999-01-01,Benushangul Gumuz,Teff,21640.0,10505000,485
2022-01-01,Afar,Sorghum,2501.0,1199761,480
2000-01-01,Somalia,Sorghum,16250.0,7702000,474
2005-01-01,Afar,Teff,1729.0,819400,474
1998-01-01,Afar,Teff,4660.0,2199000,472
2006-01-01,Afar,Teff,1784.32,817683,458
2007-01-01,Somalia,Wheat,7965.66,3552099,446
2006-01-01,Somalia,Barely,2531.83,1124023,444
2000-01-01,Somalia,Maize,24230.0,10443000,431
1998-01-01,Somalia,Wheat,2470.0,1040000,421
1996-01-01,Somalia,Barely,4230.0,1728000,409
2005-01-01,Somalia,Maize,25660.0,10361100,404
2002-01-01,Afar,Wheat,50.16,19431,387
1998-01-01,Somalia,Barely,4190.0,1595000,381
2005-01-01,Afar,Barely,59.0,20300,343
2006-01-01,Somalia,Oats,258.29,80211,311
2007-01-01,Somalia,Barely,3316.32,950019,286
2002-01-01,Gambela,Barely,9.41,2121,225
2016-01-01,Amhara,Barely,323130.12,575904799,182
2006-01-01,Afar,Barely,501.93,22697,45
2010-01-01,Benushangul Gumuz,Oats,87.6,0,0
2002-01-01,Harari,Barely,18.04,0,0
2013-01-01,Harari,Wheat,58.94,0,0
2016-01-01,S.N.N.P.R,Oats,258.42,0,0
1998-01-01,Benushangul Gumuz,Millet,13690.0,0,0
2015-01-01,Benushangul Gumuz,Wheat,2033.12,0,0
2013-01-01,Gambela,Barely,26.92,0,0
2022-01-01,Benushangul Gumuz,Sorghum,39742.1,0,0
2000-01-01,Harari,Barely,30.0,0,0
1997-01-01,DIRE DAWA,Maize,130.0,0,0
1996-01-01,DIRE DAWA,Maize,230.0,0,0
1999-01-01,Harari,Barely,20.0,0,0
1997-01-01,Somalia,Oats,130.0,0,0
1997-01-01,Somalia,Wheat,3490.0,0,0
1996-01-01,Harari,Wheat,120.0,0,0
2015-01-01,Harari,Barely,27.48,0,0
1999-01-01,Tigray,Oats,460.0,0,0
2000-01-01,S.N.N.P.R,Oats,60.0,0,0
2012-01-01,Benushangul Gumuz,Wheat,1668.86,0,0
1998-01-01,DIRE DAWA,Maize,60.0,0,0
2021-01-01,Benushangul Gumuz,Sorghum,39742.1,0,0
2017-01-01,Benushangul Gumuz,Wheat,2081.17,0,0
2002-01-01,Gambela,Teff,4.67,0,0
2004-01-01,Gambela,Maize,5967.0,0,0
1996-01-01,S.N.N.P.R,Millet,3510.0,0,0
2001-01-01,Afar,Sorghum,11250.0,0,0
2001-01-01,Afar,Teff,8260.0,0,0
1997-01-01,S.N.N.P.R,Millet,4880.0,0,0
2004-01-01,Gambela,Sorghum,2945.0,0,0
1997-01-01,Afar,Sorghum,19860.0,0,0
2004-01-01,Gambela,Millet,40.0,0,0
2022-01-01,Afar,Teff,1453.0,0,0
2006-01-01,Harari,Teff,1.36,0,0
2006-01-01,Somalia,Teff,8.78,0,0
2001-01-01,Somalia,Oats,150.0,0,0
2008-01-01,Oromiya,Wheat,215.25,0,0
